job_title,salary_min,salary_max,company_name,rating,location_city,location_state,hq_city,hq_state,founded,industry
Big Data Engineer,108000,199000,Zoom,4.8,San Jose, CA,San Jose, CA,2011,IT Services
Data Engineer,108000,199000,Trianz,3.6,Santa Clara, CA,Santa Clara, CA,2001,IT Services
Data Engineer,108000,199000,Nextgen Technologies,4.2,San Jose, CA,San Jose, CA,2006,IT Services
Data Engineer - Customer Analytics Platform,108000,199000,Apple,4.1,Santa Clara, CA,Cupertino, CA,1976,Computer Hardware & Software
Software Engineer,108000,199000,Accuracy,3.2,Sunnyvale, CA,Sunnyvale, CA,1990,Health Care Products Manufacturing
Data Engineer,108000,199000,Saama,3.5,Campbell, CA,Faridabad, India,2007,Computer Hardware & Software
Senior Software Engineer - API & Services,108000,199000,Caffeine,3.7,Redwood City, CA,Redwood City, CA,2016,Internet
Data Engineer,108000,199000,Mackin,3.4,Menlo Park, CA,Pittsburgh, PA,1960,Architectural & Engineering Services
Cloud Software Engineer,108000,199000,Cisco Systems - Engineering - Software,4.1,San Jose, CA,San Jose, CA,1984,Computer Hardware & Software
"Sr. Software Engineer, Data SRE (Redis)",108000,199000,Netskope,4.1,Santa Clara, CA,Santa Clara, CA,2012,Enterprise Software & Network Solutions
Big Data Engineer,77000,145000,Plume,4.1,Palo Alto, CA,Palo Alto, CA,2015,Internet
Staff Data Engineer,77000,145000,Edelman Financial Engines,3.4,Santa Clara, CA,Sunnyvale, CA,1986,Investment Banking & Asset Management
Data Engineer,77000,145000,Shape Security,4.1,Santa Clara, CA,Mountain View, CA,2011,IT Services
Data Engineer,77000,145000,hiretual.com,3.1,Mountain View, CA,Mountain View, CA,2014,Internet
Senior Data Engineer,77000,145000,The Mom Project,4.9,Sunnyvale, CA,Chicago, IL,2016,Staffing & Outsourcing
Data Engineer / Scientist,77000,145000,Apple,4.1,Santa Clara, CA,Cupertino, CA,1976,Computer Hardware & Software
Data Science Engineer,77000,145000,Epic,4.9,Redwood City, CA,Redwood City, CA,2014,Internet
PC Application Software Engineer - Emerging Technologies and Incubation,77000,145000,Cisco Systems - Engineering - Software,4.1,San Jose, CA,San Jose, CA,1984,Computer Hardware & Software
Data Engineer,77000,145000,Safeway Inc,3.1,Pleasanton, CA,Pleasanton, CA,1915,Grocery Stores & Supermarkets
Data Engineer 3,77000,145000,PayPal,3.9,San Jose, CA,San Jose, CA,1998,Internet
Data Engineer,77000,145000,Diverse Lynx,3.9,San Jose, CA,Princeton, NJ,2002,IT Services
Senior Staff Systems Engineer Navigation Sensor Hydration,77000,145000,NextNav,3.4,Sunnyvale, CA,Sunnyvale, CA,2007,Enterprise Software & Network Solutions
Data Engineer,77000,145000,"Aptude, Inc",3.9,Menlo Park, CA,Naperville, IL,2000,Computer Hardware & Software
Data Integration Engineer,77000,145000,C3.ai,4.7,Redwood City, CA,Redwood City, CA,2009,Enterprise Software & Network Solutions
Software Development Engineer,77000,145000,Amazon,3.9,Cupertino, CA,Seattle, WA,1994,Internet
Senior Software Engineer - Instrumentation,77000,145000,realtor.com,2.7,Santa Clara, CA,Santa Clara, CA,1993,Internet
"Data Engineer, Machine Learning",77000,145000,Cadence Design Systems,4.1,San Jose, CA,San Jose, CA,1988,Computer Hardware & Software
"Software Engineer, Data Platform",77000,145000,Atlassian,4.4,Mountain View, CA,Sydney, Australia,2002,Computer Hardware & Software
Data Engineer,77000,145000,"Central Business Solutions, Inc",4.0,San Jose, CA,New York, NY,2001,Computer Hardware & Software
Data Engineer,77000,145000,"Object Technology Solutions, Inc.",4.0,Fremont, CA,Overland Park, KS,1999,IT Services
"Software Engineer, Data Management Platform",77000,145000,TikTok,3.8,Mountain View, CA,Los Angeles, CA,2016,Internet
Software Engineer 5G LTE,77000,145000,Cisco Systems - Engineering - Software,4.1,Milpitas, CA,San Jose, CA,1984,Computer Hardware & Software
Data Engineer,77000,145000,Itility,3.3,San Jose, CA,Herndon, VA,2008,Aerospace & Defense
Data Engineer (Big Data),77000,145000,Akamai,4.0,San Jose, CA,Cambridge, MA,1998,IT Services
Software Engineer,77000,145000,SimpleLegal,5.0,Mountain View, CA,Mountain View, CA,2013,Enterprise Software & Network Solutions
Data Engineer,54000,103000,eHealth,3.8,Santa Clara, CA,Santa Clara, CA,1997,Insurance Agencies & Brokerages
Big Data Engineer,54000,103000,SpringML,4.5,Pleasanton, CA,Pleasanton, CA,2015,Enterprise Software & Network Solutions
Data Engineer,54000,103000,Albertsons Companies,3.3,Pleasanton, CA,Boise, ID,1939,Grocery Stores & Supermarkets
Data Engineer 3,54000,103000,F5 Networks,3.8,Santa Clara, CA,Seattle, WA,1996,Computer Hardware & Software
Data Engineer,54000,103000,Technovert,3.9,Menlo Park, CA,Seattle, WA,2012,IT Services
Data Engineer,54000,103000,"LotusFlare, Inc.",4.0,Sunnyvale, CA,Santa Clara, CA,2014,Enterprise Software & Network Solutions
"Data Engineer, Site Reliability",54000,103000,Atlassian,4.4,Mountain View, CA,Sydney, Australia,2002,Computer Hardware & Software
Data Engineer,54000,103000,Xoriant Corporation,3.6,Sunnyvale, CA,Sunnyvale, CA,1990,IT Services
Data Engineer,54000,103000,K-Tek Resourcing LLC,3.9,Fremont, CA,Houston, TX,2006,IT Services
Data Engineer,54000,103000,Saama Technologies Inc,3.4,Campbell, CA,Campbell, CA,1997,Biotech & Pharmaceuticals
"Software Engineer, 5G LTE",54000,103000,Cisco Systems - Engineering - Software,4.1,San Jose, CA,San Jose, CA,1984,Computer Hardware & Software
Staff Software Engineer - Data Platform,54000,103000,Strivr,4.5,Palo Alto, CA,Palo Alto, CA,2015,Computer Hardware & Software
Data Engineer II,54000,103000,Russell Tobin & Associates,3.5,Sunnyvale, CA,New York, NY,2010,Staffing & Outsourcing
Data Engineer,54000,103000,Robert Half,3.5,Sunnyvale, CA,Menlo Park, CA,1948,Staffing & Outsourcing
Data Engineer - Data Platform,54000,103000,ByteDance,3.8,Mountain View, CA,Beijing, China,2012,Internet
Data Science Engineer,54000,103000,Dtex Systems,4.1,San Jose, CA,San Jose, CA,2002,Enterprise Software & Network Solutions
Data Engineer,54000,103000,Calsoft Labs,3.2,Sunnyvale, CA,Bengaluru, India,1992,IT Services
"Software Engineer, Cloud",54000,103000,Rockwell Automation,3.7,San Jose, CA,Milwaukee, WI,1903,Industrial Manufacturing
Senior Data Engineer,108000,127000,Entefy,4.3,Palo Alto, CA,Palo Alto, CA,2012,Internet
Data Engineer,108000,127000,Telaria,4.4,Mountain View, CA,New York, NY,2017,Advertising & Marketing
Data Science Engineer,108000,127000,Kohl's,3.5,Milpitas, CA,Menomonee Falls, WI,1962,"Department, Clothing, & Shoe Stores"
Infrastructure and Back-End Engineer,108000,127000,DeepMap,4.9,Palo Alto, CA,Palo Alto, CA,2016,Computer Hardware & Software
Senior Data Engineer,108000,127000,Moveworks,5.0,Mountain View, CA,Mountain View, CA,2016,Enterprise Software & Network Solutions
Data Engineer,108000,127000,VLink Inc,3.8,Menlo Park, CA,South Windsor, CT,2006,IT Services
Data Engineer - SWE Data Analytics,108000,127000,Apple,4.1,Santa Clara, CA,Cupertino, CA,1976,Computer Hardware & Software
Sr. Data Engineer (Remote US),108000,127000,DataStax,3.8,Santa Clara, CA,Santa Clara, CA,2010,Computer Hardware & Software
Data Engineer,108000,127000,New York Technology Partners,4.0,Menlo Park, CA,Jersey City, NJ,1999,Computer Hardware & Software
Data Engineer/Scientist,108000,127000,Apple,4.1,Santa Clara, CA,Cupertino, CA,1976,Computer Hardware & Software
Data Engineer,108000,127000,Yochana,3.2,Sunnyvale, CA,Farmington Hills, MI,2009,Staffing & Outsourcing
Data Engineer,108000,127000,Kforce,4.1,Mountain View, CA,Tampa, FL,1966,Staffing & Outsourcing
"Data Engineer, Supply Chain",108000,127000,Facebook,4.5,Fremont, CA,Menlo Park, CA,2004,Internet
Data Engineer,108000,127000,HCL America Inc.,3.5,Menlo Park, CA,Noida, India,1991,Computer Hardware & Software
MDM Data Engineer,108000,127000,CYNET SYSTEMS,4.0,San Jose, CA,Ashburn, VA,2010,IT Services
Senior Data Engineer,108000,127000,Hippo Insurance,5.0,Palo Alto, CA,Palo Alto, CA,2015,Insurance Agencies & Brokerages
Sr/Principal RF Engineer,108000,127000,Nevro,3.8,Redwood City, CA,Redwood City, CA,2006,Biotech & Pharmaceuticals
Big Data Engineer,108000,127000,Nextgen Technologies,4.2,San Jose, CA,San Jose, CA,2006,IT Services
Data Engineer,108000,127000,Intelliswift Software Inc,3.0,Sunnyvale, CA,Newark, CA,1998,Staffing & Outsourcing
"Big Data Engineer, Apple Media Products Analytics",108000,127000,Apple,4.1,Santa Clara, CA,Cupertino, CA,1976,Computer Hardware & Software
GCP Data engineer with Dataproc + Big Table,108000,127000,Yochana IT Solutions,3.2,San Jose, CA,Farmington Hills, MI,2009,Staffing & Outsourcing
Data Pipeline Engineer,108000,127000,Taos,4.3,Sunnyvale, CA,San Jose, CA,1989,IT Services
Big Data Engineer,108000,127000,Deloitte,3.9,San Jose, CA,New York, NY,1850,Accounting
ETL Data Engineer,108000,127000,"TalentBurst, Inc.",3.9,Santa Clara, CA,Natick, MA,2002,IT Services
Product Data Engineer - GPU,100000,181000,NVIDIA,4.6,Santa Clara, CA,Santa Clara, CA,1993,Computer Hardware & Software
"Lead Data Engineer - (Elasticsearch, Logstash, Kibana)",100000,181000,Equinix,3.9,Sunnyvale, CA,Redwood City, CA,1998,Enterprise Software & Network Solutions
"Senior Software Engineer, Backend",100000,181000,Mercari,2.7,Palo Alto, CA,Tokyo, Japan,2013,Internet
Big Data Engineer,100000,181000,Qstride,4.7,Sunnyvale, CA,Detroit, MI,2012,IT Services
Data Engineer,100000,181000,Apex Systems,3.8,Menlo Park, CA,Glen Allen, VA,1995,Staffing & Outsourcing
Senior Software Engineer,100000,181000,Xilinx,3.7,San Jose, CA,San Jose, CA,1984,Computer Hardware & Software
Data Engineer,88000,163000,Balyasny Asset Management,3.9,Austin, TX,Chicago, IL,2001,Investment Banking & Asset Management
Associate Data Engineer,88000,163000,SciPlay,4.5,Austin, TX,Cedar Falls, IA,1998,Video Games
Big Data Engineer,88000,163000,SpringML,4.5,Austin, TX,Pleasanton, CA,2015,Enterprise Software & Network Solutions
DATA ENGINEER,88000,163000,Clinicient,2.9,Austin, TX,Portland, OR,2004,Computer Hardware & Software
Junior Data Engineer,88000,163000,Applied Information Sciences,4.5,Austin, TX,Reston, VA,1982,IT Services
Staff Big Data Engineer,88000,163000,Integral Ad Science,3.5,Austin, TX,New York, NY,2009,Internet
Search Engineer,88000,163000,Sysco Labs,4.2,Austin, TX,San Mateo, CA,2011,Computer Hardware & Software
Data Engineer,88000,163000,SADA,4.7,Austin, TX,North Hollywood, CA,2000,IT Services
Systems Engineer - Application Management,88000,163000,Blackbaud,3.6,Austin, TX,Charleston, SC,1981,Computer Hardware & Software
Software Applications Engineer,88000,163000,Tokyo Electron America,3.7,Austin, TX,Tokyo, Japan,1963,Industrial Manufacturing
System Engineer,88000,163000,General Motors,3.6,Austin, TX,Detroit, MI,1908,Transportation Equipment Manufacturing
Data Engineer,88000,163000,Amazon,3.9,Austin, TX,Seattle, WA,1994,Internet
Data Engineer,88000,163000,Apple,4.1,Austin, TX,Cupertino, CA,1976,Computer Hardware & Software
Product Engineer,88000,163000,Flex,3.8,Austin, TX,Singapore, Singapore,1969,Electrical & Electronic Manufacturing
Data Engineer - Customer Analytics Platform,88000,163000,Apple,4.1,Austin, TX,Cupertino, CA,1976,Computer Hardware & Software
Data Integration Engineer,88000,163000,Abrigo,3.6,Austin, TX,Austin, TX,2001,Enterprise Software & Network Solutions
"Senior DevOps Engineer, Linux",88000,163000,Blackbaud,3.6,Austin, TX,Charleston, SC,1981,Computer Hardware & Software
Data Engineer,88000,163000,RunTitle,4.2,Austin, TX,Austin, TX,2012,Oil & Gas Exploration & Production
Data Science Engineer,88000,163000,Apple,4.1,Austin, TX,Cupertino, CA,1976,Computer Hardware & Software
Data Engineer,88000,163000,Tachyon Technologies,4.4,Austin, TX,Irving, TX,2011,IT Services
Data Engineer,88000,163000,Sense Corp,3.8,Austin, TX,Saint Louis, MO,1996,Accounting
Senior Data Engineer,88000,163000,SADA,4.7,Austin, TX,North Hollywood, CA,2000,IT Services
Backend Platform Engineer,88000,163000,AffiniPay,5.0,Austin, TX,Austin, TX,2005,Financial Transaction Processing
Data Pipeline Engineer,88000,163000,Iodine Software,5.0,Austin, TX,Austin, TX,2010,Health Care Services & Hospitals
Data Scientist (Engineering),88000,163000,Zynga,4.1,Austin, TX,San Francisco, CA,2007,Video Games
Mid-Level Data Engineer,88000,163000,Applied Information Sciences,4.5,Austin, TX,Reston, VA,1982,IT Services
Data Engineer,88000,163000,"Treehouse Technology Group, LLC",4.9,Austin, TX,Austin, TX,2013,IT Services
Data Analytics Engineer,88000,163000,Charles Schwab,3.6,Austin, TX,San Francisco, CA,1973,Investment Banking & Asset Management
Senior Database Reliability Engineer,88000,163000,Cognite,4.9,Austin, TX,Oslo, Norway,2016,Enterprise Software & Network Solutions
Big Data Engineer,79000,96000,SpringML,4.5,Austin, TX,Pleasanton, CA,2015,Enterprise Software & Network Solutions
Junior Data Engineer,79000,96000,Applied Information Sciences,4.5,Austin, TX,Reston, VA,1982,IT Services
Data Engineer,79000,96000,"Phunware, Inc",3.2,Austin, TX,Austin, TX,2009,Computer Hardware & Software
Associate Data Engineer,79000,96000,Scientific Games,3.2,Austin, TX,Las Vegas, NV,1984,Computer Hardware & Software
Data Engineer,79000,96000,"EtiVenture, Inc.",4.8,Austin, TX,Seattle, WA,2008,Consulting
Data Migration Engineer,79000,96000,"Q2 Software, Inc",3.1,Austin, TX,Austin, TX,2004,Investment Banking & Asset Management
Inside Sales Engineer,79000,96000,Aviat Networks,3.5,Austin, TX,Austin, TX,2007,Telecommunications Services
Data Engineer,79000,96000,LMI,4.0,Austin, TX,Tysons, VA,1961,Consulting
Data Engineer,79000,96000,Procore Technologies,4.2,Austin, TX,Carpinteria, CA,2002,Computer Hardware & Software
Data Engineer,79000,96000,Atos Syntel Inc.,3.5,Austin, TX,Troy, MI,1980,IT Services
Data Engineer II,79000,96000,Forcepoint,2.9,Austin, TX,Austin, TX,2016,Enterprise Software & Network Solutions
Data Engineer,79000,96000,Octo Consulting Group,3.9,Austin, TX,Reston, VA,2006,Consulting
Engineer Development Program - Entry Level Power Engineer,79000,96000,Ercot,3.6,Austin, TX,Austin, TX,1986,Utilities
Data Engineer,79000,96000,WorldQuant,4.0,Austin, TX,Old Greenwich, CT,2007,Investment Banking & Asset Management
Big Data Engineer,79000,96000,"Onica, a Rackspace Company",4.3,Austin, TX,Los Angeles, CA,2017,IT Services
Data Engineer,79000,96000,OBXtek,3.4,Austin, TX,McLean, VA,2009,IT Services
"Sr Field Sales Engineer, Distribution",79000,96000,Silicon Labs,4.5,Austin, TX,Austin, TX,1996,Electrical & Electronic Manufacturing
Software Engineer,79000,96000,ShipStation,3.4,Austin, TX,Austin, TX,2011,Computer Hardware & Software
Data Engineer II - ETL Engineer - Spectrum Enterprise,79000,96000,Spectrum,2.9,Austin, TX,Stamford, CT,2016,"Cable, Internet & Telephone Providers"
Junior Data Engineer,79000,96000,ISHPI Information Technologies,3.5,Austin, TX,Mount Pleasant, SC,2006,IT Services
Production Engineer - Payments Platform,79000,96000,Cubic,3.3,Austin, TX,San Diego, CA,1951,Aerospace & Defense
Data Engineer (Python/C#),79000,96000,Dimensional Fund Advisors,3.2,Austin, TX,Austin, TX,1981,Investment Banking & Asset Management
Jr. Data Engineer,79000,96000,IPT Associates,3.6,Austin, TX,Billerica, MA,1992,Consulting
Staff Big Data Engineer,99000,177000,Integral Ad Science,3.5,Austin, TX,New York, NY,2009,Internet
Data Engineer,99000,177000,SADA,4.7,Austin, TX,North Hollywood, CA,2000,IT Services
"Software Engineer, Machine Learning",99000,177000,SailPoint Technologies,4.7,Austin, TX,Austin, TX,2005,Enterprise Software & Network Solutions
Data Engineer III (E3),99000,177000,Applied Materials,3.7,Austin, TX,Santa Clara, CA,1967,Electrical & Electronic Manufacturing
Sr. Data Engineer,99000,177000,Bright Health,3.9,Austin, TX,Minneapolis, MN,2015,Health Care Services & Hospitals
Product Test Engineer,99000,177000,Cirrus Logic,4.3,Austin, TX,Austin, TX,1984,Electrical & Electronic Manufacturing
Software Engineer,99000,177000,eHealth,3.8,Austin, TX,Santa Clara, CA,1997,Insurance Agencies & Brokerages
RFIC Design Engineer - New Graduates,99000,177000,Silicon Labs,4.5,Austin, TX,Austin, TX,1996,Electrical & Electronic Manufacturing
Software Engineer - Platform Team,99000,177000,Cision,2.9,Austin, TX,Chicago, IL,1892,Computer Hardware & Software
Data Engineer,99000,177000,Pro-Sphere Tek,3.3,Austin, TX,Alexandria, VA,2006,Enterprise Software & Network Solutions
Full-Stack Engineer,99000,177000,RunTitle,4.2,Austin, TX,Austin, TX,2012,Oil & Gas Exploration & Production
"Senior Systems Engineer, Asset & Configuration Management",99000,177000,Blackbaud,3.6,Austin, TX,Charleston, SC,1981,Computer Hardware & Software
Software Engineer,99000,177000,Braintree,3.5,Austin, TX,Chicago, IL,2007,Financial Transaction Processing
Engineer - ASM/Conveyors,99000,177000,Flex,3.8,Austin, TX,Singapore, Singapore,1969,Electrical & Electronic Manufacturing
Senior Data Engineer,99000,177000,Intelligent Waves LLC,4.0,Austin, TX,Reston, VA,2006,Enterprise Software & Network Solutions
Data Warehouse Engineer,99000,177000,Octo Consulting Group,3.9,Austin, TX,Reston, VA,2006,Consulting
Data Scientist - Nationwide Opportunities,99000,177000,Amazon,3.9,Austin, TX,Seattle, WA,1994,Internet
Data engineer,99000,177000,Saicon Consultants Inc.,3.3,Austin, TX,Overland Park, KS,1998,Computer Hardware & Software
Senior Analog Design Engineer,99000,177000,Cirrus Logic,4.3,Austin, TX,Austin, TX,1984,Electrical & Electronic Manufacturing
Quality Engineer,99000,177000,Flex,3.8,Austin, TX,Singapore, Singapore,1969,Electrical & Electronic Manufacturing
"Enterprise Data Customer Engineer, Google Cloud",99000,177000,Google,4.4,Austin, TX,Mountain View, CA,1998,Internet
Data Engineer (remote),99000,177000,Thrivent,3.3,Austin, TX,Minneapolis, MN,1902,Insurance Carriers
Data Integration Engineer,52000,85000,Abrigo,3.6,Austin, TX,Austin, TX,2001,Enterprise Software & Network Solutions
Senior Data Engineer,52000,85000,SADA,4.7,Austin, TX,North Hollywood, CA,2000,IT Services
Senior Staff Data Engineer,52000,85000,Bazaarvoice,3.7,Austin, TX,Austin, TX,2005,Enterprise Software & Network Solutions
Machine Learning Engineer,52000,85000,Enview,5.0,Austin, TX,San Francisco, CA,2015,Computer Hardware & Software
Senior Platform Engineer,52000,85000,Sysco Labs,4.2,Austin, TX,San Mateo, CA,2011,Computer Hardware & Software
Data Integration Engineer,52000,85000,"Treehouse Technology Group, LLC",4.9,Austin, TX,Austin, TX,2013,IT Services
"Cloud Data Warehouse Engineer, Professional Services",52000,85000,Google,4.4,Austin, TX,Mountain View, CA,1998,Internet
Data Warehousing Engineer,52000,85000,Tech Mahindra (Americas) Inc.,3.7,Austin, TX,Pune, India,1986,IT Services
Senior Data Engineer,52000,85000,Praetorian,4.7,Austin, TX,Austin, TX,2010,Enterprise Software & Network Solutions
Artificial Intelligence Engineer,52000,85000,Axiom Group,4.7,Austin, TX,Aurora, Canada,1987,Transportation Equipment Manufacturing
Data Engineering Manager,52000,85000,Facebook,4.5,Austin, TX,Menlo Park, CA,2004,Internet
Big Data Engineer,52000,85000,CYNET SYSTEMS,4.0,Austin, TX,Ashburn, VA,2010,IT Services
Sr. Software Engineer,52000,85000,Kazoo,4.0,Austin, TX,Austin, TX,2013,Computer Hardware & Software
"Enterprise Infrastructure Customer Engineer, Google Cloud",52000,85000,Google,4.4,Austin, TX,Mountain View, CA,1998,Internet
Senior Data Engineer (ATX),52000,85000,Ethos Life,4.2,Austin, TX,San Francisco, CA,2016,Internet
Data Warehouse Engineer,52000,85000,OBXtek,3.4,Austin, TX,McLean, VA,2009,IT Services
Manufacturing Data Analytics Engineer,52000,85000,General Motors,3.6,Austin, TX,Detroit, MI,1908,Transportation Equipment Manufacturing
Analog Design Engineer,52000,85000,Cirrus Logic,4.3,Austin, TX,Austin, TX,1984,Electrical & Electronic Manufacturing
Network Principal Engineer,52000,85000,Blackbaud,3.6,Austin, TX,Charleston, SC,1981,Computer Hardware & Software
Data Engineer (Mid-Level),52000,85000,CyberCoders,4.2,Austin, TX,Irvine, CA,1999,Staffing & Outsourcing
Mid-Level Data Engineer,67000,126000,Applied Information Sciences,4.5,Austin, TX,Reston, VA,1982,IT Services
Data Scientist (Engineering),67000,126000,Zynga,4.1,Austin, TX,San Francisco, CA,2007,Video Games
Software Engineer,67000,126000,Dun & Bradstreet,3.1,Austin, TX,Short Hills, NJ,1841,IT Services
Security & Infrastructure Engineer,67000,126000,Catapult Systems,4.4,Austin, TX,Austin, TX,1993,IT Services
AWS Data Engineer,67000,126000,"NextXap, Inc.",1.6,Austin, TX,Alexandria, VA,2003,Computer Hardware & Software
Software Development Engineer,67000,126000,Amazon,3.9,Austin, TX,Seattle, WA,1994,Internet
"AVP, Digital/Marketing Data Architect and Engineer",67000,126000,LPL Financial,3.5,Austin, TX,Boston, MA,1968,Investment Banking & Asset Management
Analytics Engineer,67000,126000,Dun & Bradstreet,3.1,Austin, TX,Short Hills, NJ,1841,IT Services
Software Engineer,67000,126000,Apple,4.1,Austin, TX,Cupertino, CA,1976,Computer Hardware & Software
Business Intelligence Engineer,67000,126000,Electronic Arts,3.9,Austin, TX,Redwood City, CA,1982,Video Games
Software Engineer,67000,126000,REX,4.0,Austin, TX,Austin, TX,2015,Real Estate
Senior Software Engineer - Duo Security,67000,126000,Cisco Systems - Engineering - Software,4.1,Austin, TX,San Jose, CA,1984,Computer Hardware & Software
"Analytics Graphics UI Applications Engineer, Project Level",67000,126000,Rockwell Automation,3.7,Austin, TX,Milwaukee, WI,1903,Industrial Manufacturing
Technical Lead Engineer,67000,126000,AffiniPay,5.0,Austin, TX,Austin, TX,2005,Financial Transaction Processing
Software Engineer,67000,126000,Amazon,3.9,Austin, TX,Seattle, WA,1994,Internet
AMS Verification and Modeling Engineer,67000,126000,Cirrus Logic,4.3,Austin, TX,Austin, TX,1984,Electrical & Electronic Manufacturing
Data Engineer (Mid-Level),82000,130000,CyberCoders,4.2,Austin, TX,Irvine, CA,1999,Staffing & Outsourcing
Principal Data Engineer - Kafka SME,82000,130000,Procore Technologies,4.2,Austin, TX,Carpinteria, CA,2002,Computer Hardware & Software
Data Warehouse Engineer,82000,130000,ISHPI Information Technologies,3.5,Austin, TX,Mount Pleasant, SC,2006,IT Services
Applications Engineer - Sensor/Haptics,82000,130000,Cirrus Logic,4.3,Austin, TX,Austin, TX,1984,Electrical & Electronic Manufacturing
Kafka Data Engineer (remote),82000,130000,Thrivent,3.3,Austin, TX,Minneapolis, MN,1902,Insurance Carriers
Reporting Data Architect,82000,130000,Apple,4.1,Austin, TX,Cupertino, CA,1976,Computer Hardware & Software
Teardown Research Engineer,82000,130000,Cirrus Logic,4.3,Austin, TX,Austin, TX,1984,Electrical & Electronic Manufacturing
Software Escalation Engineer,82000,130000,Forcepoint,2.9,Austin, TX,Austin, TX,2016,Enterprise Software & Network Solutions
Professional Engineer,82000,130000,Hellas Construction,2.5,Austin, TX,Austin, TX,2003,Construction
Lead Data Engineer,82000,130000,BrainTree Consulting Inc,2.7,Austin, TX,Bangalore, India,2004,Consulting
Sr Snowflake Data Engineer,82000,130000,"EtiVenture, Inc.",4.8,Austin, TX,Seattle, WA,2008,Consulting
"Software Engineer, Full Stack - VacationRenter",82000,130000,Wilbur Labs,5.0,Austin, TX,San Francisco, CA,2016,Internet
Staff Software Engineer - Visa AI Platform,82000,130000,Visa Inc.,3.6,Austin, TX,Foster City, CA,1958,IT Services
Data Warehouse Engineer,82000,130000,Pro-Sphere Tek,3.3,Austin, TX,Alexandria, VA,2006,Enterprise Software & Network Solutions
Senior Data Science Engineer,82000,130000,Valkyrie Intelligence,4.7,Austin, TX,Austin, TX,2017,Computer Hardware & Software
Senior Staff Solutions Engineer,82000,130000,ZT Systems,3.5,Austin, TX,Secaucus, NJ,1994,Computer Hardware & Software
Lead Data Engineer/Architect,82000,130000,Housecall Pro,4.6,Austin, TX,San Diego, CA,2013,Computer Hardware & Software
Data Engineer with NiFi,82000,130000,Accolite Inc,4.1,Austin, TX,Addison, TX,2007,IT Services
Software Engineer,82000,130000,FIS,3.6,Austin, TX,Jacksonville, FL,1968,Financial Transaction Processing
Software Engineer,82000,130000,"Open Systems, Inc.",4.6,Austin, TX,Alpharetta, GA,1994,Staffing & Outsourcing
Senior DevOps Engineer,82000,130000,Sysco Labs,4.2,Austin, TX,San Mateo, CA,2011,Computer Hardware & Software
Warehouse IT Support Engineer,27000,50000,Wayfair,3.2,Jacksonville, FL,Boston, MA,2002,Home Furniture & Housewares Stores
Full Stack Software Engineer,27000,50000,Corporate Traffic Logistics,4.2,Jacksonville, FL,Jacksonville, FL,1992,Logistics & Supply Chain
Data Engineer,27000,50000,TekPartners,4.3,Jacksonville, FL,Fort Lauderdale, FL,2002,Staffing & Outsourcing
Operations Engineer,27000,50000,Lutech Resources,3.0,Jacksonville, FL,Houston, TX,1992,Staffing & Outsourcing
Data Analyst BI Engineer,27000,50000,Alluvion Staffing,4.1,Jacksonville, FL,Jacksonville, FL,2000,Staffing & Outsourcing
Data Engineer - Guidewire Data Hub,27000,50000,American Recruiting and Consulting Group,5.0,Jacksonville, FL,Fort Lauderdale, FL,1982,Staffing & Outsourcing
Sr BI Data Engineer,27000,50000,Blue Cross Blue Shield of Florida,3.3,Jacksonville, FL,Jacksonville, FL,1944,Insurance Carriers
Data Engineer 4- Guidewire Data Hub,27000,50000,Kemper,3.1,Jacksonville, FL,Chicago, IL,1990,Insurance Carriers
Data Software Engineer II (Open to remote),27000,50000,Availity,4.2,Jacksonville, FL,Jacksonville, FL,2001,Health Care Services & Hospitals
Data Architect II,27000,50000,Rose International,4.5,Jacksonville, FL,Chesterfield, MO,1993,Staffing & Outsourcing
Equipment Engineer,27000,50000,Jinko Solar US,2.7,Jacksonville, FL,Shanghai, China,2006,Industrial Manufacturing
Software Engineer/Software Developer,27000,50000,"Net Health Systems, Inc.",3.7,Jacksonville, FL,Pittsburgh, PA,1993,Enterprise Software & Network Solutions
Sr IT Systems Engineer,27000,50000,Blue Cross Blue Shield of Florida,3.3,Jacksonville, FL,Jacksonville, FL,1944,Insurance Carriers
Engineer Quality Control Inspector with Security Clearance,27000,50000,KBR,3.7,Jacksonville, FL,Houston, TX,1901,Energy
Production Services Engineer - Associate,27000,50000,Deutsche Bank,3.5,Jacksonville, FL,Frankfurt am Main, Germany,1870,Investment Banking & Asset Management
Process Optimization Engineer Assistant Vice President,27000,50000,Deutsche Bank,3.5,Jacksonville, FL,Frankfurt am Main, Germany,1870,Investment Banking & Asset Management
Junior Site Reliability Engineer,27000,50000,CE Broker,4.1,Jacksonville Beach, FL,Jacksonville, FL,2003,Enterprise Software & Network Solutions
Principal Systems Engineer,27000,50000,Medtronic Inc.,3.7,Jacksonville, FL,Dublin, Ireland,1949,Biotech & Pharmaceuticals
Java Software Engineer III,27000,50000,Availity,4.2,Jacksonville, FL,Jacksonville, FL,2001,Health Care Services & Hospitals
Process Optimization Engineer - Assistant Vice President,27000,50000,Deutsche Bank,3.5,Jacksonville, FL,Frankfurt am Main, Germany,1870,Investment Banking & Asset Management
Network Engineer,44000,141000,Blue Cross Blue Shield of Florida,3.3,Jacksonville, FL,Jacksonville, FL,1944,Insurance Carriers
Software Engineer - Java,44000,141000,Allstate,3.4,Jacksonville, FL,Northbrook, IL,1931,Insurance Agencies & Brokerages
